CAS,pubchem_cid,chebi_id,preferred_name,iupac_name,molecular_formula,molecular_weight,isomeric_smiles,canonical_smiles,inchi,inchikey,xlogp,tpsa,synonyms,cas_queried,cas_class,cas_repairs
131740-09-5,9910986,CHEBI:90998,Flavopiridol hydrochloride,"2-(2-chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methylpiperidin-4-yl]chromen-4-one;hydrochloride",C21H21Cl2NO5,438.3,CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,"InChI=1S/C21H20ClNO5.ClH/c1-23-7-6-12(17(27)10-23)19-14(24)8-15(25)20-16(26)9-18(28-21(19)20)11-4-2-3-5-13(11)22;/h2-5,8-9,12,17,24-25,27H,6-7,10H2,1H3;1H/t12-,17+;/m0./s1",LGMSNQNWOCSPIK-LWHGMNCYSA-N,,90.2,"Flavopiridol hydrochloride | 131740-09-5 | Alvocidib hydrochloride | Flavopiridol HCl | HL 275 | HMR 1275 | Alvocidib hydrochloride [USAN] | 2-(2-chlorophenyl)-5,7-dihydroxy-8-((3S,4R)-3-hydroxy-1-methylpiperidin-4-yl)-4H-chromen-4-one hydrochloride | DTXSID6048961 | L 86 8275 | D48MS3A6N9 | HMR-1275 | MDL-107826A | HL-275 | Flavopiridol (Hydrochloride) | MDL 107826A | MDL 107,826A | NSC 649890 | UNII-D48MS3A6N9 | 2-(2-chlorophenyl)-5,7-dihydroxy-8-[(3S,4R)-3-hydroxy-1-methylpiperidin-4-yl]-4H-chromen-4-one hydrochloride",131740-09-5,valid,
112953-11-4,72271,CHEBI:221840,7-Hydroxystaurosporine,"(2S,3R,4R,6R,18R)-18-hydroxy-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",C28H26N4O4,482.5,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)[C@H](NC6=O)O)NC)OC,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)C(NC6=O)O)NC)OC,"InChI=1S/C28H26N4O4/c1-28-25(35-3)15(29-2)12-18(36-28)31-16-10-6-4-8-13(16)19-21-22(27(34)30-26(21)33)20-14-9-5-7-11-17(14)32(28)24(20)23(19)31/h4-11,15,18,25,27,29,34H,12H2,1-3H3,(H,30,33)/t15-,18-,25-,27-,28+/m1/s1",PBCZSGKMGDDXIJ-HQCWYSJUSA-N,2.7,89.7,"7-Hydroxystaurosporine | 112953-11-4 | KRX-0601 | UCN-02 | NSC-638850 | 7BU5H4V94A | (2S,3R,4R,6R,18R)-18-hydroxy-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one | DTXSID20150238 | 8,12-Epoxy-1H,8H-2,7b,12a-triazadibenzo(a,g)cyclonona(cde)triinden-1-one, 2,3,9,10,11,12-hexahydro-3-hydroxy-9-methoxy-8-methyl-10-(methylamino)- | 7-hydroxy-staurosporine | (2S,3R,4R,6R,18R)-18-hydroxy-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo(12.12.2.12,6.07,28.08,13.015,19.020,27.021,26)nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one | RefChem:106252 | DTXCID5072729 | (5s,6r,7r,9r,16r)-16-hydroxy-6-methoxy-5-methyl-7-(methylamino)-6,7,8,9,15,16-hexahydro-5h,14h-5,9-epoxy-4b,9a,15-triazadibenzo[b,h]cyclonona[1,2,3,4-jkl]cyclopenta[e]-as-indacen-14-one | UCN01 | NSC638850 | (5S,6R,7R,9R,16R)-16-hydroxy-6-methoxy-5-methyl-7-(methylamino)-6,7,8,9,15,16-hexahydro-17-oxa-4b,9a,15-triaza-5,9-methanodibenzo[b,h]cyclonona[jkl]cyclopenta[e]-as-indacen-14(5H)-one | UCN | 1okz | KW-2401",112953-11-4,valid,
147-94-4,6253,CHEBI:28680,Cytarabine,"4-amino-1-[(2R,3S,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one",C9H13N3O5,243.22,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,"InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)/t4-,6-,7+,8-/m1/s1",UHDGCWIWMRVCDJ-CCXZUQQUSA-N,-2.1,129,cytarabine | 147-94-4 | Ara-C | Cytosine arabinoside | Aracytidine | Cytosar | Cytarabinoside | Arabinocytidine | Spongocytidine | Aracytin | Alexan | Depocyt | Udicil | Cytosar-U | Aracytine | Arabitin | Erpalfa | Cytarabina | Arafcyt | Cytosine beta-D-arabinofuranoside,147-94-4,valid,
866323-14-0,6918638,CHEBI:61076,Belinostat,(E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide,C15H14N2O4S,318.3,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)/C=C/C(=O)NO,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO,"InChI=1S/C15H14N2O4S/c18-15(16-19)10-9-12-5-4-8-14(11-12)22(20,21)17-13-6-2-1-3-7-13/h1-11,17,19H,(H,16,18)/b10-9+",NCNRHFGMJRPRSK-MDZDMXLPSA-N,1.7,104,"Belinostat | 866323-14-0 | PXD101 | Beleodaq | PXD-101 | PXD 101 | (2E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide | NSC726630 | PX-105684 | NSC-726630 | (E)-N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide | F4H96P17NZ | 2-Propenamide, N-hydroxy-3-[3-[(phenylamino)sulfonyl]phenyl]-, (2E)- | CHEBI:61076 | DTXSID60194378 | 2-Propenamide, N-hydroxy-3-(3-((phenylamino)sulfonyl)phenyl)- | N-hydroxy-3-(3-(phenylsulfamoyl)phenyl)prop-2-enamide | 2-Propenamide, N-hydroxy-3-(3-((phenylamino)sulfonyl)phenyl)-, (2E)- | N-hydroxy-3-[3-(phenylsulfamoyl)phenyl]prop-2-enamide | (2E)-N-HYDROXY-3-(3-(PHENYLSULFAMOYL)PHENYL)PROP-2-ENAMIDE",866323-14-0,valid,
218600-53-4,400769,CHEBI:177406,Bardoxolone Methyl,"methyl (4aS,6aR,6bS,8aR,12aS,14aR,14bS)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,3,4,5,6,7,8,8a,14a,14b-decahydropicene-4a-carboxylate",C32H43NO4,505.7,C[C@@]12CC[C@]3(CCC(C[C@H]3[C@H]1C(=O)C=C4[C@]2(CC[C@@H]5[C@@]4(C=C(C(=O)C5(C)C)C#N)C)C)(C)C)C(=O)OC,CC1(CCC2(CCC3(C(C2C1)C(=O)C=C4C3(CCC5C4(C=C(C(=O)C5(C)C)C#N)C)C)C)C(=O)OC)C,"InChI=1S/C32H43NO4/c1-27(2)11-13-32(26(36)37-8)14-12-31(7)24(20(32)17-27)21(34)15-23-29(5)16-19(18-33)25(35)28(3,4)22(29)9-10-30(23,31)6/h15-16,20,22,24H,9-14,17H2,1-8H3/t20-,22-,24-,29-,30+,31+,32-/m0/s1",WPTTVJLTNAWYAO-KPOXMGGZSA-N,6.7,84.2,"Bardoxolone methyl | 218600-53-4 | CDDO-Me | CDDO methyl ester | CDDO-Methyl ester | RTA 402 | RTA402 | RTA-402 | NSC 713200 | NSC713200 | CEG1Q6OGU1 | methyl (4aS,6aR,6bS,8aR,12aS,14aR,14bS)-11-cyano-2,2,6a,6b,9,9,12a-heptamethyl-10,14-dioxo-1,3,4,5,6,7,8,8a,14a,14b-decahydropicene-4a-carboxylate | Bardoxolone methyl ester | DTXSID5048764 | NSC-713200 | 2-cyano-3,12-dioxoolean-1,9-dien-28-oic acid methyl ester | methyl 2-cyano-3,12-dioxoolean-1,9-dien-28-oate | DTXCID2028690 | (+)-methyl 2-cyano-3,12-dioxooleana-1,9(11)-dien-28-oate | METHYL (4AS,6AR,6BS,8AR,12AS,14AR,14BS)-11-CYANO-2,2,6A,6B,9,9,12A-HEPTAMETHYL-10,14-DIOXO-1,2,3,4,4A,5,6,6A,6B,7,8,8A,9,10,12A,14,14A,14B-OCTADECAHYDROPICENE-4A-CARBOXYLATE",218600-53-4,valid,
937272-79-2,46216796,CHEBI:231350,Pacritinib,"(16E)-11-(2-pyrrolidin-1-ylethoxy)-14,19-dioxa-5,7,27-triazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(24),2(27),3,5,8(26),9,11,16,21(25),22-decaene",C28H32N4O3,472.6,C1CCN(C1)CCOC2=C3COC/C=C/COCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,C1CCN(C1)CCOC2=C3COCC=CCOCC4=CC(=CC=C4)C5=NC(=NC=C5)NC(=C3)C=C2,"InChI=1S/C28H32N4O3/c1-2-13-32(12-1)14-17-35-27-9-8-25-19-24(27)21-34-16-4-3-15-33-20-22-6-5-7-23(18-22)26-10-11-29-28(30-25)31-26/h3-11,18-19H,1-2,12-17,20-21H2,(H,29,30,31)/b4-3+",HWXVIOGONBBTBY-ONEGZZNKSA-N,3.8,68.7,"Pacritinib | 937272-79-2 | SB1518 | SB-1518 | pacritinibum | ONX-0803 | SB 1518 | G22N65IL3O | 11-(2-pyrrolidin-1-yl-ethoxy)-14,19-dioxa-5,7,26-triaza-tetracyclo[19.3.1.1(2,6).1(8,12)]heptacosa-1(25),2(26),3,5,8,10,12(27),16,21,23-decaene | DTXSID801045679 | 14,19-Dioxa-5,7,27-triazatetracyclo(19.3.1.12,6.18,12)heptacosa-1(25),2,4,6(27),8,10,12(26),16,21,23-decaene, 11-(2-(1-pyrrolidinyl)ethoxy)-, (16E)- | 11-(2-pyrrolidin-1-yl-ethoxy)-14,19-dioxa-5,7,26-triaza-tetracyclo(19.3.1.1(2,6).1(8,12))heptacosa-1(25),2(26),3,5,8,10,12(27),16,21,23-decaene | RefChem:58092 | Oral JAK2 Inhibitor SB1518 | DTXCID201527601 | (16E)-11-(2-(pyrrolidin-1-yl)ethoxy)-14,19-dioxa-5,7,27-triazatetracyclo(19.3.1.1^(2,6).1^(8,12))heptacosa-1(25),2(27),3,5,8,10,12(26),16,21,23-decaene | Pacritinib (SB1518) | MFCD22572772 | Pacritinib(SB1518) | (16E)-11-(2-pyrrolidin-1-ylethoxy)-14,19-dioxa-5,7,27-triazatetracyclo[19.3.1.12,6.18,12]heptacosa-1(24),2(27),3,5,8(26),9,11,16,21(25),22-decaene",937272-79-2,valid,
920113-03-7,23643975,,P 276-00,"2-(2-chlorophenyl)-5,7-dihydroxy-8-[(2R,3S)-2-(hydroxymethyl)-1-methylpyrrolidin-3-yl]chromen-4-one;hydrochloride",C21H21Cl2NO5,438.3,CN1CC[C@H]([C@@H]1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,CN1CCC(C1CO)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O.Cl,"InChI=1S/C21H20ClNO5.ClH/c1-23-7-6-12(14(23)10-24)19-15(25)8-16(26)20-17(27)9-18(28-21(19)20)11-4-2-3-5-13(11)22;/h2-5,8-9,12,14,24-26H,6-7,10H2,1H3;1H/t12-,14+;/m1./s1",OOVTUOCTLAERQD-OJMBIDBESA-N,,90.2,"920113-03-7 | Riviciclib hydrochloride | P276-00 | DRP53ZDY6H | P-27600 | P 276-00 | P-276-00 | 4H-1-Benzopyran-4-one, 2-(2-chlorophenyl)-5,7-dihydroxy-8-((2R,3S)-2-(hydroxymethyl)-1-methyl-3-pyrrolidinyl)-, hydrochloride (1:1) | RefChem:928418 | P276 | 2-(2-Chlorophenyl)-5,7-dihydroxy-8-((2R,3S)-2-(hydroxymethyl)-1-methylpyrrolidin-3-yl)-4H-chromen-4-one hydrochloride | Riviciclib HCl | 2-(2-chlorophenyl)-5,7-dihydroxy-8-[(2R,3S)-2-(hydroxymethyl)-1-methylpyrrolidin-3-yl]chromen-4-one;hydrochloride | UNII-DRP53ZDY6H | 2-(2-chlorophenyl)-5,7-dihydroxy-8-[(2R,3S)-2-(hydroxymethyl)-1-methylpyrrolidin-3-yl]-4H-chromen-4-one hydrochloride | 920113-03-7 (HCl) | SCHEMBL663220 | orb1685539 | CHEMBL3991935 | SCHEMBL29387962",920113-03-7,valid,
149647-78-9,5311,CHEBI:45716,Vorinostat,N'-hydroxy-N-phenyloctanediamide,C14H20N2O3,264.32,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,"InChI=1S/C14H20N2O3/c17-13(15-12-8-4-3-5-9-12)10-6-1-2-7-11-14(18)16-19/h3-5,8-9,19H,1-2,6-7,10-11H2,(H,15,17)(H,16,18)",WAEXFXRVDQXREF-UHFFFAOYSA-N,1.9,78.4,"Vorinostat | 149647-78-9 | SAHA | suberoylanilide hydroxamic acid | N-hydroxy-N'-phenyloctanediamide | Zolinza | Suberanilohydroxamic acid | N1-hydroxy-N8-phenyloctanediamide | MK-0683 | MK0683 | Octanediamide, N-hydroxy-N'-phenyl- | N'-hydroxy-N-phenyloctanediamide | OCTANEDIOIC ACID HYDROXYAMIDE PHENYLAMIDE | vorinostatum | NSC-701852 | DTXSID6041133 | NSC-748799 | NSC-759852 | MK 0683 | 58IFB293JI",149647-78-9,valid,
1393477-72-9,71481097,CHEBI:229764,Selinexor,"(Z)-3-[3-[3,5-bis(trifluoromethyl)phenyl]-1,2,4-triazol-1-yl]-N'-pyrazin-2-ylprop-2-enehydrazide",C17H11F6N7O,443.3,C1=CN=C(C=N1)NNC(=O)/C=C\N2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,C1=CN=C(C=N1)NNC(=O)C=CN2C=NC(=N2)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,"InChI=1S/C17H11F6N7O/c18-16(19,20)11-5-10(6-12(7-11)17(21,22)23)15-26-9-30(29-15)4-1-14(31)28-27-13-8-24-2-3-25-13/h1-9H,(H,25,27)(H,28,31)/b4-1-",DEVSOMFAQLZNKR-RJRFIUFISA-N,3,97.6,"Selinexor | 1393477-72-9 | KPT-330 | Xpovio | selinexorum | (Z)-3-(3-(3,5-Bis(trifluoromethyl)phenyl)-1H-1,2,4-triazol-1-yl)-N'-(pyrazin-2-yl)acrylohydrazide | 31TZ62FO8F | (Z)-3-[3-[3,5-bis(trifluoromethyl)phenyl]-1,2,4-triazol-1-yl]-N'-pyrazin-2-ylprop-2-enehydrazide | DTXSID801026013 | 2-Propenoic acid, 3-(3-(3,5-bis(trifluoromethyl)phenyl)-1H-1,2,4-triazol-1-yl)-, 2-(2-pyrazinyl)hydrazide, (2Z)- | (2Z)-3-{3-[3,5-bis(trifluoromethyl)phenyl]-1H-1,2,4-triazol-1-yl}-N'-(pyrazin-2-yl)prop-2-enehydrazide | 2-Propenoic acid, 3-[3-[3,5-bis(trifluoromethyl)phenyl]-1H-1,2,4-triazol-1-yl]-, 2-(2-pyrazinyl)hydrazide, (2Z)- | (2Z)-3-(3-(3,5-bis(trifluoromethyl)phenyl)-1H-1,2,4-triazol-1-yl)-N'-(pyrazin-2-yl)prop-2-enehydrazide | (Z)-3-(3-(3,5-bis(trifluoromethyl)phenyl)-1,2,4-triazol-1-yl)-N'-pyrazin-2-ylprop-2-enehydrazide | RefChem:57435 | SINE KPT-330 | ATG-010 | L01XX66 | DTXCID801510264 | CRM1 Nuclear Export Inhibitor KPT-330",1393477-72-9,valid,
864814-88-0,11609955,CHEBI:231352,Resminostat,(E)-3-[1-[4-[(dimethylamino)methyl]phenyl]sulfonylpyrrol-3-yl]-N-hydroxyprop-2-enamide,C16H19N3O4S,349.4,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)/C=C/C(=O)NO,CN(C)CC1=CC=C(C=C1)S(=O)(=O)N2C=CC(=C2)C=CC(=O)NO,"InChI=1S/C16H19N3O4S/c1-18(2)11-13-3-6-15(7-4-13)24(22,23)19-10-9-14(12-19)5-8-16(20)17-21/h3-10,12,21H,11H2,1-2H3,(H,17,20)/b8-5+",FECGNJPYVFEKOD-VMPITWQZSA-N,0.9,100,Resminostat | 864814-88-0 | 4SC-201 | RAS2410 | RAS-2410 | BYK408740 | BYK-408740 | 1578EUB98L | DTXSID50235587 | (2E)-3-(1-((4-((Dimethylamino)methyl)phenyl)sulfonyl)-1h-pyrrol-3-yl)-N-hydroxyprop-2-enamide | (2E)-3-[1-({4-[(dimethylamino)methyl]phenyl}sulfonyl)-1H-pyrrol-3-yl]-N-hydroxyprop-2-enamide | resminostatum | (E)-3-(1-(4-(dimethylaminomethyl)phenyl)sulfonylpyrrol-3-yl)-N-hydroxyprop-2-enamide | (E)-3-[1-[4-(dimethylaminomethyl)phenyl]sulfonylpyrrol-3-yl]-N-hydroxyprop-2-enamide | RefChem:178922 | DTXCID80158078 | (2E)-3-(1-(4-((dimethylamino)methyl)benzenesulfonyl)-1H-pyrrol-3-yl)-N-hydroxyprop-2-enamide | Resminostat (RAS2410) | Resminostat [INN] | RAS 2410,864814-88-0,valid,
803712-79-0,16681698,,Obatoclax mesylate,"(2Z)-2-[(5Z)-5-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-4-methoxypyrrol-2-ylidene]indole;methanesulfonic acid",C21H23N3O4S,413.5,CC1=CC(=C(N1)/C=C\2/C(=C/C(=C/3\C=C4C=CC=CC4=N3)/N2)OC)C.CS(=O)(=O)O,CC1=CC(=C(N1)C=C2C(=CC(=C3C=C4C=CC=CC4=N3)N2)OC)C.CS(=O)(=O)O,"InChI=1S/C20H19N3O.CH4O3S/c1-12-8-13(2)21-16(12)10-19-20(24-3)11-18(23-19)17-9-14-6-4-5-7-15(14)22-17;1-5(2,3)4/h4-11,21,23H,1-3H3;1H3,(H,2,3,4)/b18-17-,19-10-;",ZVAGBRFUYHSUHA-LZOXOEDVSA-N,,112,"Obatoclax mesylate | 803712-79-0 | Obatoclax mesilate | Obatoclax (Mesylate) | Obatoclax mesylate (GX15-070) | GX-15-070MS | (2Z)-2-[(5Z)-5-[(3,5-dimethyl-1H-pyrrol-2-yl)methylidene]-4-methoxypyrrol-2-ylidene]indole;methanesulfonic acid | GX15-070MS | Obatoclax mesylate [USAN] | CS-0133 | MFCD18074508 | (Z)-2-(2-((3,5-dimethyl-1H-pyrrol-2-yl)methylene)-3-methoxy-2H-pyrrol-5-yl)-1H-indole methanesulfonate | CHEMBL4777255 | orb1223966 | CHEMBL2107358 | SCHEMBL29073459 | EX-A333 | 2-(2-((3,5-DIMETHYL-1H-PYRROL-2-YL)METHYLIDENE)-3-METHOXY-2H-PYRROL-5-YL)-1H-INDOLE MONOMETHANESULPHONATE | OBATOCLAX MESILATE [WHO-DD] | NSC729280",803712-79-0,valid,
1229208-44-9,59473233,,Entospletinib,"6-(1H-indazol-6-yl)-N-(4-morpholin-4-ylphenyl)imidazo[1,2-a]pyrazin-8-amine",C23H21N7O,411.5,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,"InChI=1S/C23H21N7O/c1-2-17-14-25-28-20(17)13-16(1)21-15-30-8-7-24-23(30)22(27-21)26-18-3-5-19(6-4-18)29-9-11-31-12-10-29/h1-8,13-15H,9-12H2,(H,25,28)(H,26,27)",XSMSNFMDVXXHGJ-UHFFFAOYSA-N,3.6,83.4,"Entospletinib | 1229208-44-9 | GS-9973 | gs9973 | GS 9973 | 6I3O3W6O3B | SYK INHIBITOR GS-9973 | Imidazo[1,2-a]pyrazin-8-amine, 6-(1H-indazol-6-yl)-N-[4-(4-morpholinyl)phenyl]- | DTXSID001317670 | 6-(1H-Indazol-6-yl)-N-(4-(morpholin-4-yl)phenyl)imidazo(1,2-a)pyrazin-8-amine | 6-(1H-indazol-6-yl)-N-(4-morpholin-4-ylphenyl)imidazo[1,2-a]pyrazin-8-amine | Imidazo(1,2-a)pyrazin-8-amine, 6-(1H-indazol-6-yl)-N-(4-(4-morpholinyl)phenyl)- | 6-(1h-Indazol-6-Yl)-N-[4-(Morpholin-4-Yl)phenyl]imidazo[1,2-A]pyrazin-8-Amine | entospletinibum | 6-(1H-indazol-6-yl)-N-(4-morpholin-4-ylphenyl)imidazo(1,2-a)pyrazin-8-amine | RefChem:590865 | DTXCID201747475 | 6-(1H-Indazol-6-yl)-N-(4-morpholinophenyl)imidazo[1,2-a]pyrazin-8-amine | Entospletinib (GS-9973) | Entospletinib [INN]",1229208-44-9,valid,
1231929-97-7,46220502,CHEBI:233362,Abemaciclib,N-[5-[(4-ethylpiperazin-1-yl)methyl]-2-pyridinyl]-5-fluoro-4-(7-fluoro-2-methyl-3-propan-2-ylbenzimidazol-5-yl)pyrimidin-2-amine,C27H32F2N8,506.6,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,"InChI=1S/C27H32F2N8/c1-5-35-8-10-36(11-9-35)16-19-6-7-24(30-14-19)33-27-31-15-22(29)25(34-27)20-12-21(28)26-23(13-20)37(17(2)3)18(4)32-26/h6-7,12-15,17H,5,8-11,16H2,1-4H3,(H,30,31,33,34)",UZWDCWONPYILKI-UHFFFAOYSA-N,3.8,75,"Abemaciclib | 1231929-97-7 | LY2835219 | Verzenio | LY-2835219 | Verzenios | N-(5-((4-ethylpiperazin-1-yl)methyl)pyridin-2-yl)-5-fluoro-4-(4-fluoro-1-isopropyl-2-methyl-1H-benzo[d]imidazol-6-yl)pyrimidin-2-amine | 60UAB198HK | N-[5-[(4-ethylpiperazin-1-yl)methyl]pyridin-2-yl]-5-fluoro-4-(7-fluoro-2-methyl-3-propan-2-ylbenzimidazol-5-yl)pyrimidin-2-amine | LY 2835219 | LY2835210 | LY-2835210 | 2-Pyrimidinamine, N-(5-((4-ethyl-1-piperazinyl)methyl)-2-pyridinyl)-5-fluoro-4-(4-fluoro-2-methyl-1-(1-methylethyl)-1H-benzimidazol-6-yl) | 5-(4-ethylpiperazin-1-ylmethyl)pyridin-2-yl)-(5-fluoro-4-(7-fluoro-3-isopropyl-2-methyl-3H-benzimidazol-5-yl)pyrimidin-2-yl)amine | 5-(4-ethylpiperazin-1-ylmethyl)pyridin-2-yl)-(5-fluoro-4-(7-fluoro-3-isopropyl-2-methyl-3H-benzoimidazol-5-yl)pyrimidin-2-yl)amine | N-{5-[(4-ethylpiperazin-1-yl)methyl]pyridin-2-yl}-5-fluoro-4-[4-fluoro-2-methyl-1-(propan-2-yl)-1H-1,3-benzodiazol-6-yl]pyrimidin-2-amine | abemaciclibum | N-(5-((4-ethylpiperazin-1-yl)methyl)pyridin-2-yl)-5-fluoro-4-(4-fluoro-1-isopropyl-2-methyl-1H-benzo(d)imidazol-6-yl)pyrimidin-2-amine | N-(5-((4-ethylpiperazin-1-yl)methyl)pyridin-2-yl)-5-fluoro-4-(4-fluoro-2-methyl-1-(propan-2-yl)-1H-1,3-benzodiazol-6-yl)pyrimidin-2-amine | N-(5-((4-ethylpiperazin-1-yl)methyl)pyridin-2-yl)-5-fluoro-4-(7-fluoro-2-methyl-3-propan-2-ylbenzimidazol-5-yl)pyrimidin-2-amine",1231929-97-7,valid,
1225497-78-8,23696523,CHEBI:145421,Rigosertib Sodium,"sodium 2-[2-methoxy-5-[[(E)-2-(2,4,6-trimethoxyphenyl)ethenyl]sulfonylmethyl]anilino]acetate",C21H24NNaO8S,473.5,COC1=C(C=C(C=C1)CS(=O)(=O)/C=C/C2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+],COC1=C(C=C(C=C1)CS(=O)(=O)C=CC2=C(C=C(C=C2OC)OC)OC)NCC(=O)[O-].[Na+],"InChI=1S/C21H25NO8S.Na/c1-27-15-10-19(29-3)16(20(11-15)30-4)7-8-31(25,26)13-14-5-6-18(28-2)17(9-14)22-12-21(23)24;/h5-11,22H,12-13H2,1-4H3,(H,23,24);/q;+1/p-1/b8-7+;",VLQLUZFVFXYXQE-USRGLUTNSA-M,,132,Rigosertib sodium | 592542-60-4 | Estybon | Novonex | ON-01910 sodium | ON01910 sodium | ON 01910 sodium salt | ON 01910.Na | ON 01910 sodium | SyB C-1101 | ON-01910.Na | 406FL5G00V | CHEBI:145421 | RefChem:930770 | Polo-like kinase 1 Inhibitor ON 01910.Na | 1225497-78-8 | Rigosertib sodium [USAN] | Rigosertib (ON-01910) | Rigosertib Sodium(Random Configuration) | MFCD11655911,1225497-78-8,valid,
119413-54-6,60699,CHEBI:232548,Topotecan Hydrochloride,"(19S)-8-[(dimethylamino)methyl]-19-ethyl-7,19-dihydroxy-17-oxa-3,13-diazapentacyclo[11.8.0.02,11.04,9.015,20]henicosa-1(21),2,4(9),5,7,10,15(20)-heptaene-14,18-dione;hydrochloride",C23H24ClN3O5,457.9,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O.Cl,"InChI=1S/C23H23N3O5.ClH/c1-4-23(30)16-8-18-20-12(9-26(18)21(28)15(16)11-31-22(23)29)7-13-14(10-25(2)3)19(27)6-5-17(13)24-20;/h5-8,27,30H,4,9-11H2,1-3H3;1H/t23-;/m0./s1",DGHHQBMTXTWTJV-BQAIUKQQSA-N,,103,"TOPOTECAN HYDROCHLORIDE | 119413-54-6 | Topotecan Hcl | Nogitecan hydrochloride | Evotopin | Topotecan teva | Topotecan Actavis | Topotecan Hospira | SK&F S-104864-A | potactasol | NSC-759263 | DTXSID1045952 | SK&F-S-104864-A | Topotecan (as hydrochloride) | 956S425ZCY | Hydrochloride, Nogitecan | DTXCID9025952 | SK-S-104864-A | Hydrochloride, Topotecan | RefChem:57198",119413-54-6,valid,
